subjectid,gender,birthdate,genotype,cagenumber,health,cagemates,experimenter,tasktypedone,notes,intensityofcost1,intensityofcost2,intensityofcost3,intensityofcost4,costprobability1,costprobability2,costprobability3,costprobability4,rewardconcentration1,rewardconcentration2,rewardconcentration3,rewardconcentration4,rewardvolume1,rewardvolume2,rewardvolume3,rewardvolume4,rewardprobability1,rewardprobability2,rewardprobability3,rewardprobability4,mazenumber,approachavoidtimestamp,approachavoid,playstarttrialtone,presentcost,lightlevel,referencetime,videostartime,feeder,stoptrack,trialname,detectionsettings,trialcontrolsettings,referenceduration,animalid,mazeofferdelivery,mazenoofferdelivery,starttime,recordingafter,recordingduration,trialduration,mazecostoff,coordinatetimes,xcoordinates,ycoordinates,presentcostend,costpresenetationfinish,stopincopixrecording,decisionmakingtime,startincopixrecording,date,activezonetimestamp,activezonevalue,presentcostontimestamp,costacknowledgementtimestamp,deliveryacknowledgementtimestamp,coordinatetimes2,xcoordinates2,ycoordinates2,xtail,ytail,xnose,ynose,direction,truextail,trueytail,truexnose,trueynose,truedirection,id
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:15:00.6,03/03/2022 15:15:00.6,2,23.6,Trial     9,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,none,12.2,12.2,03/03/2022 15:15:00.6,0:00:07.0,0:00:23.7,0:00:30.7,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136322
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,14,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:15:00.6,03/03/2022 15:15:00.6,1,23.6,Trial     9,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:15:00.6,0:00:07.0,0:00:23.7,0:00:30.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7.4,21.000000,7.4,7.4,14,,,,,,,,,,,,,,136323
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.3,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:15:00.6,03/03/2022 15:15:00.6,3,23.6,Trial     9,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:15:00.6,0:00:07.0,0:00:23.7,0:00:30.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.7,15.1,,,,,,,,,,,,,,136324
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:15:00.6,03/03/2022 15:15:00.6,4,23.6,Trial     9,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:15:00.6,0:00:07.0,0:00:23.7,0:00:30.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136325
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:15:52.4,03/03/2022 15:15:52.4,2,23.3,Trial    10,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,none,12.2,12.2,03/03/2022 15:15:52.4,0:00:07.0,0:00:23.4,0:00:30.4,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136326
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:15:52.4,03/03/2022 15:15:52.4,3,23.3,Trial    10,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:15:52.4,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7.6,23.000000,7.6,7.6,14.2,,,,,,,,,,,,,,136327
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:15:52.4,03/03/2022 15:15:52.4,2,23.3,Trial    10,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:15:52.4,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,32.000000,5.6,6.9,14.8,,,,,,,,,,,,,,136328
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:15:52.4,03/03/2022 15:15:52.4,1,23.3,Trial    10,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:15:52.4,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,41.000000,NOT FOUND IN NODULUS,5.6,10.7,,,,,,,,,,,,,,136329
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:16:44.0,03/03/2022 15:16:43.9,2,23.3,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,none,12.2,12.2,03/03/2022 15:16:44.0,0:00:07.0,0:00:23.4,0:00:30.4,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136330
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:16:44.0,03/03/2022 15:16:43.9,4,23.3,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:16:44.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,24.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136331
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,12.9,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:16:44.0,03/03/2022 15:16:43.9,1,23.3,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:16:44.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.3,14.8,,,,,,,,,,,,,,136332
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:16:44.0,03/03/2022 15:16:43.9,4,23.3,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:16:44.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136333
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:17:35.6,03/03/2022 15:17:35.6,4,28.1,Trial    12,v.1 Detection Settings,P3 L1,0:00:35.2,none,12.2,12.2,03/03/2022 15:17:35.6,0:00:07.0,0:00:28.2,0:00:35.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,14.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136334
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.8,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:17:35.6,03/03/2022 15:17:35.6,1,28.1,Trial    12,v.1 Detection Settings,P3 L1,0:00:35.2,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:17:35.6,0:00:07.0,0:00:28.2,0:00:35.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6.2,21.000000,6.2,6.2,12.8,,,,,,,,,,,,,,136335
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:17:35.6,03/03/2022 15:17:35.6,4,28.1,Trial    12,v.1 Detection Settings,P3 L1,0:00:35.2,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:17:35.6,0:00:07.0,0:00:28.2,0:00:35.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,10.3,34.000000,10.3,11.7,19.6,,,,,,,,,,,,,,136336
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 15:17:35.6,03/03/2022 15:17:35.6,.,28.1,Trial    12,v.1 Detection Settings,P3 L1,0:00:35.2,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:17:35.6,0:00:07.0,0:00:28.2,0:00:35.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.8,,,,,,,,,,,,,,136337
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:18:32.0,03/03/2022 15:18:31.9,4,20.2,Trial    13,v.1 Detection Settings,P3 L1,0:00:27.3,none,12.2,12.2,03/03/2022 15:18:32.0,0:00:07.0,0:00:20.3,0:00:27.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,14.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136338
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:18:32.0,03/03/2022 15:18:31.9,.,20.2,Trial    13,v.1 Detection Settings,P3 L1,0:00:27.3,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:18:32.0,0:00:07.0,0:00:20.3,0:00:27.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,10.3,,,,,,,,,,,,,,136340
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:18:32.0,03/03/2022 15:18:31.9,2,20.2,Trial    13,v.1 Detection Settings,P3 L1,0:00:27.3,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:18:32.0,0:00:07.0,0:00:20.3,0:00:27.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,42.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136341
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:19:20.3,03/03/2022 15:19:20.2,2,24,Trial    14,v.1 Detection Settings,P3 L1 Opposite,0:00:31.1,none,12.2,12.2,03/03/2022 15:19:20.3,0:00:07.0,0:00:24.1,0:00:31.1,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136342
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:19:20.3,03/03/2022 15:19:20.2,3,24,Trial    14,v.1 Detection Settings,P3 L1 Opposite,0:00:31.1,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:19:20.3,0:00:07.0,0:00:24.1,0:00:31.1,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136343
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,3,03/03/2022 15:26:19.6,03/03/2022 15:26:19.5,O,NOT FOUND IN NODULUS,Trial    22,v.1 Detection Settings,P3 L1 Opposite,0:00:01.0,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:26:19.6,,0:00:00.0,0:00:01.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,,,,,,,,,,,,,,136377
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.7,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:19:20.3,03/03/2022 15:19:20.2,3,24,Trial    14,v.1 Detection Settings,P3 L1 Opposite,0:00:31.1,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:19:20.3,0:00:07.0,0:00:24.1,0:00:31.1,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,7.1,15.5,,,,,,,,,,,,,,136344
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 15:19:20.3,03/03/2022 15:19:20.2,.,24,Trial    14,v.1 Detection Settings,P3 L1 Opposite,0:00:31.1,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:19:20.3,0:00:07.0,0:00:24.1,0:00:31.1,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,9.9,,,,,,,,,,,,,,136345
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:20:12.2,03/03/2022 15:20:12.2,2,24.1,Trial    15,v.1 Detection Settings,P3 L1 Opposite,0:00:31.2,none,12.2,12.2,03/03/2022 15:20:12.2,0:00:07.0,0:00:24.2,0:00:31.2,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136346
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:20:12.2,03/03/2022 15:20:12.2,4,24.1,Trial    15,v.1 Detection Settings,P3 L1 Opposite,0:00:31.2,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:20:12.2,0:00:07.0,0:00:24.2,0:00:31.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,24.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136347
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.7,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:20:12.2,03/03/2022 15:20:12.2,2,24.1,Trial    15,v.1 Detection Settings,P3 L1 Opposite,0:00:31.2,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:20:12.2,0:00:07.0,0:00:24.2,0:00:31.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,32.000000,5.6,7.1,15.6,,,,,,,,,,,,,,136348
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:20:12.2,03/03/2022 15:20:12.2,4,24.1,Trial    15,v.1 Detection Settings,P3 L1 Opposite,0:00:31.2,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:20:12.2,0:00:07.0,0:00:24.2,0:00:31.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136349
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:21:04.6,03/03/2022 15:21:04.5,2,23.7,Trial    16,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,none,12.2,12.2,03/03/2022 15:21:04.6,0:00:07.0,0:00:23.8,0:00:30.8,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136350
raissa,Female,07/06/2021,CRL: Long Evans,14293,N/A,Renata,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:21:04.6,03/03/2022 15:21:04.5,3,23.7,Trial    16,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Raissa,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:21:04.6,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136351
kryssia,Female,07/06/2021,CRL: Long Evans,14291,N/A,Raven,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.5,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:21:04.6,03/03/2022 15:21:04.5,1,23.7,Trial    16,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Kryssia,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:21:04.6,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.9,15.2,,,,,,,,,,,,,,136352
raven,Female,07/06/2021,CRL: Long Evans,14291,N/A,Kryssia,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 15:21:04.6,03/03/2022 15:21:04.5,2,23.7,Trial    16,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Raven,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 15:21:04.6,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6.1,42.000000,NOT FOUND IN NODULUS,6.1,11.2,,,,,,,,,,,,,,136353
